cve_id,cwe_id,n_exploits,vulnerability_type,published_date,updated_date,description,score,gained_access_level,access,complexity,authentication,conf,integ,avail
CVE-2015-7448,89,,Exec Code Sql,2016-03-12,2016-03-22,"SQL injection vulnerability in IBM Maximo Asset Management 7.1 through 7.1.1.13, 7.5.0 before 7.5.0.9 IFIX003, and 7.6.0 before 7.6.0.3 IFIX001; Maximo Asset Management 7.5.0 before 7.5.0.9 IFIX003, 7.5.1, and 7.6.0 before 7.6.0.3 IFIX001 for SmartCloud Control Desk; and Maximo Asset Management 7.1 through 7.1.1.13 and 7.2 for Tivoli IT Asset Management for IT and certain other products allows remote authenticated users to execute arbitrary SQL commands via unspecified vectors.",6.5,None,Remote,Low,Single system,Partial,Partial,Partial
CVE-2015-6433,89,,Exec Code Sql,2016-01-07,2016-12-07,"SQL injection vulnerability in Cisco Unified Communications Manager 11.0(0.98000.225) allows remote authenticated users to execute arbitrary SQL commands via a crafted URL, aka Bug ID CSCut66767.",4.0,None,Remote,Low,Single system,None,Partial,None
CVE-2015-6319,89,,Exec Code Sql,2016-01-27,2016-12-07,"SQL injection vulnerability in the web-based management interface on Cisco RV220W devices allows remote attackers to execute arbitrary SQL commands via a crafted header in an HTTP request, aka Bug ID CSCuv29574.",10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete
CVE-2015-5049,89,,Exec Code Sql,2016-01-01,2016-11-28,SQL injection vulnerability in the API in IBM OpenPages GRC Platform 7.0 before 7.0.0.4 IF3 and 7.1 before 7.1.0.1 IF6 allows remote authenticated users to execute arbitrary SQL commands via unspecified vectors.,6.5,None,Remote,Low,Single system,Partial,Partial,Partial
CVE-2015-5023,89,,Exec Code Sql,2016-01-03,2016-01-06,SQL injection vulnerability in IBM Curam Social Program Management 6.1 before 6.1.1 allows remote authenticated users to execute arbitrary SQL commands via unspecified vectors.,6.5,None,Remote,Low,Single system,Partial,Partial,Partial
CVE-2015-3947,89,,Exec Code Sql,2016-01-14,2016-01-18,SQL injection vulnerability in Advantech WebAccess before 8.1 allows remote authenticated users to execute arbitrary SQL commands via unspecified vectors.,6.5,None,Remote,Low,Single system,Partial,Partial,Partial
CVE-2016-1000112,22,,Dir. Trav.,2016-10-06,2017-01-15,Unauthenticated remote .jpg file upload in contus-video-comments v1.0 wordpress plugin,9.4,None,Remote,Low,Not required,Complete,Complete,None
CVE-2016-10039,22,,Dir. Trav. File Inclusion,2016-12-24,2016-12-29,"Directory traversal in /connectors/index.php in MODX Revolution before 2.5.2-pl allows remote attackers to perform local file inclusion/traversal/manipulation via a crafted dir parameter, related to browser/directory/getfiles.",7.5,None,Remote,Low,Not required,Partial,Partial,Partial
CVE-2016-10038,22,,Dir. Trav. File Inclusion,2016-12-24,2016-12-29,"Directory traversal in /connectors/index.php in MODX Revolution before 2.5.2-pl allows remote attackers to perform local file inclusion/traversal/manipulation via a crafted dir parameter, related to browser/directory/remove.",7.5,None,Remote,Low,Not required,Partial,Partial,Partial
CVE-2016-10037,22,,Dir. Trav. File Inclusion,2016-12-24,2016-12-30,"Directory traversal in /connectors/index.php in MODX Revolution before 2.5.2-pl allows remote attackers to perform local file inclusion/traversal/manipulation via a crafted id (aka dir) parameter, related to browser/directory/getlist.",7.5,None,Remote,Low,Not required,Partial,Partial,Partial
CVE-2016-9950,22,,Dir. Trav.,2016-12-16,2017-01-06,"An issue was discovered in Apport before 2.20.4. There is a path traversal issue in the Apport crash file ""Package"" and ""SourcePackage"" fields. These fields are used to build a path to the package specific hook files in the /usr/share/apport/package-hooks/ directory. An attacker can exploit this path traversal to execute arbitrary Python files from the local system.",9.3,None,Remote,Medium,Not required,Complete,Complete,Complete
CVE-2016-9878,22,,Dir. Trav.,2016-12-29,2017-01-03,"An issue was discovered in Pivotal Spring Framework before 3.2.18, 4.2.x before 4.2.9, and 4.3.x before 4.3.5. Paths provided to the ResourceServlet were not properly sanitized and as a result exposed to directory traversal attacks.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-9835,77,,Dir. Trav.,2016-12-05,2016-12-27,"Directory traversal vulnerability in file ""jcss.php"" in Zikula 1.3.x before 1.3.11 and 1.4.x before 1.4.4 on Windows allows a remote attacker to launch a PHP object injection by uploading a serialized file.",7.5,None,Remote,Low,Not required,Partial,Partial,Partial
CVE-2016-9210,22,,Dir. Trav.,2016-12-13,2017-01-04,"A vulnerability in the Cisco Unified Reporting upload tool accessed via the Cisco Unified Communications Manager could allow an unauthenticated, remote attacker to modify arbitrary files on the file system. More Information: CSCvb61698. Known Affected Releases: 11.5(1.11007.2). Known Fixed Releases: 12.0(0.98000.168) 12.0(0.98000.178) 12.0(0.98000.399) 12.0(0.98000.510) 12.0(0.98000.536) 12.0(0.98500.7).",5.0,None,Remote,Low,Not required,None,None,Partial
CVE-2016-9208,22,,Dir. Trav.,2016-12-13,2016-12-22,"A vulnerability in the File Management Utility, the Download File form, and the Serviceability application of Cisco Emergency Responder could allow an authenticated, remote attacker to access files in arbitrary locations on the file system of an affected device. More Information: CSCva98951 CSCva98954 CSCvb57494. Known Affected Releases: 11.5(2.10000.5). Known Fixed Releases: 12.0(0.98000.14) 12.0(0.98000.16).",4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2016-9199,22,,Dir. Trav.,2016-12-13,2016-12-22,"A vulnerability in the Cisco application-hosting framework (CAF) of Cisco IOx could allow an authenticated, remote attacker to read arbitrary files on a targeted system. Affected Products: This vulnerability affects specific releases of the Cisco IOx subsystem of Cisco IOS and IOS XE Software. More Information: CSCvb23331. Known Affected Releases: 15.2(6.0.57i)E CAF-1.1.0.0.",6.8,None,Remote,Low,Single system,Complete,None,None
CVE-2016-9177,22,,Dir. Trav.,2016-11-04,2016-11-29,Directory traversal vulnerability in Spark 2.5 allows remote attackers to read arbitrary files via a .. (dot dot) in the URI.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-8827,22,,Dir. Trav.,2016-12-16,2016-12-22,"NVIDIA GeForce Experience 3.x before GFE 3.1.0.52 contains a vulnerability in NVIDIA Web Helper.exe where a local web API endpoint, /VisualOPS/v.1.0./, lacks proper access control and parameter validation, allowing for information disclosure via a directory traversal attack.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-8343,22,,Dir. Trav.,2016-10-05,2016-12-02,Directory traversal vulnerability in INDAS Web SCADA before 3 allows remote attackers to read arbitrary files via unspecified vectors.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-8280,22,,Dir. Trav.,2016-10-03,2016-10-04,Directory traversal vulnerability in Huawei eSight before V300R003C20SPC005 allows remote authenticated users to read arbitrary files via unspecified vectors.,4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2016-7452,434,,Dir. Trav.,2016-11-03,2016-12-02,The Pixidou Image Editor in Exponent CMS prior to v2.3.9 patch 2 could be used to upload a malicious file to any folder on the site via a cpi directory traversal.,5.0,None,Remote,Low,Not required,None,Partial,None
CVE-2016-7116,22,,Dir. Trav.,2016-12-09,2016-12-12,Directory traversal vulnerability in hw/9pfs/9p.c in QEMU (aka Quick Emulator) allows local guest OS administrators to access host files outside the export path via a .. (dot dot) in an unspecified string.,2.1,None,Local,Low,Not required,Partial,None,None
CVE-2016-7087,22,,Dir. Trav. +Info,2016-12-29,2017-01-03,"Directory traversal vulnerability in the Connection Server in VMware Horizon View 5.x before 5.3.7, 6.x before 6.2.3, and 7.x before 7.0.1 allows remote attackers to obtain sensitive information via unspecified vectors.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-6614,22,,Dir. Trav.,2016-12-10,2016-12-14,"An issue was discovered in phpMyAdmin involving the %u username replacement functionality of the SaveDir and UploadDir features. When the username substitution is configured, a specially-crafted user name can be used to circumvent restrictions to traverse the file system. All 4.6.x versions (prior to 4.6.4), 4.4.x versions (prior to 4.4.15.8), and 4.0.x versions (prior to 4.0.10.17) are affected.",4.3,None,Remote,Medium,Not required,Partial,None,None
CVE-2016-6371,22,,Dir. Trav.,2016-09-12,2016-12-12,"Directory traversal vulnerability in the web interface in Cisco Hosted Collaboration Mediation Fulfillment (HCM-F) 10.6(3) and earlier allows remote attackers to write to arbitrary files via a crafted URL, aka Bug ID CSCuz64717.",5.0,None,Remote,Low,Not required,None,Partial,None
CVE-2016-6370,22,,Dir. Trav.,2016-09-12,2016-12-12,"Directory traversal vulnerability in the web interface in Cisco Hosted Collaboration Mediation Fulfillment (HCM-F) 10.6(3) and earlier allows remote authenticated users to read arbitrary files via a crafted pathname in an HTTP request, aka Bug ID CSCuz27255.",4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2016-6321,22,,Dir. Trav. Bypass,2016-12-09,2017-01-06,"Directory traversal vulnerability in the safer_name_suffix function in GNU tar 1.14 through 1.29 might allow remote attackers to bypass an intended protection mechanism and write to arbitrary files via vectors related to improper sanitization of the file_name parameter, aka POINTYFEATHER.",5.0,None,Remote,Low,Not required,None,Partial,None
CVE-2016-6232,22,,Dir. Trav.,2016-08-02,2016-11-28,"Directory traversal vulnerability in KArchive before 5.24, as used in KDE Frameworks, allows remote attackers to write to arbitrary files via a ../ (dot dot slash) in a filename in an archive file, related to KNewsstuff downloads.",5.0,None,Remote,Low,Not required,None,Partial,None
CVE-2016-6138,22,,Dir. Trav.,2016-08-05,2016-11-28,"Directory traversal vulnerability in SAP TREX 7.10 Revision 63 allows remote attackers to read arbitrary files via unspecified vectors, aka SAP Security Note 2203591.",10.0,None,Remote,Low,Not required,Complete,Complete,Complete
CVE-2016-6038,22,,Dir. Trav.,2016-09-26,2016-11-28,"Directory traversal vulnerability in Eclipse Help in IBM Tivoli Lightweight Infrastructure (aka LWI), as used in AIX 5.3, 6.1, and 7.1, allows remote authenticated users to read arbitrary files via a crafted URL.",4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2016-6023,22,,Dir. Trav.,2016-10-06,2016-11-28,Directory traversal vulnerability in the Configuration Manager in IBM Sterling Secure Proxy (SSP) 3.4.2 before 3.4.2.0 iFix 8 and 3.4.3 before 3.4.3.0 iFix 1 allows remote attackers to read arbitrary files via a crafted URL.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-5970,22,,Dir. Trav.,2016-09-26,2016-11-28,Directory traversal vulnerability in IBM Security Privileged Identity Manager (ISPIM) Virtual Appliance 2.x before 2.0.2 FP8 allows remote authenticated users to read arbitrary files via a .. (dot dot) in a URL.,4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2016-5946,200,,Dir. Trav. +Info,2016-09-26,2016-11-28,Directory traversal vulnerability in IBM Spectrum Control (formerly Tivoli Storage Productivity Center) 5.2.x before 5.2.11 allows remote authenticated users to read arbitrary files via a .. (dot dot) in a URL.,4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2016-5765,22,,Dir. Trav.,2016-11-29,2016-12-23,Administrative Server in Micro Focus Host Access Management and Security Server (MSS) and Reflection for the Web (RWeb) and Reflection Security Gateway (RSG) and Reflection ZFE (ZFE) allows remote unauthenticated attackers to read arbitrary files via a specially crafted URL that allows limited directory traversal. Applies to MSS 12.3 before 12.3.326 and MSS 12.2 before 12.2.342 and RSG 12.1 before 12.1.362 and RWeb 12.3 before 12.3.312 and RWeb 12.2 before 12.2.342 and RWeb 12.1 before 12.1.362 and ZFE 2.0.1 before 2.0.1.18 and ZFE 2.0.0 before 2.0.0.52 and ZFE 1.4.0 before 1.4.0.14.,4.3,None,Remote,Medium,Not required,Partial,None,None
CVE-2016-5664,22,,Dir. Trav.,2016-08-26,2016-11-28,Directory traversal vulnerability on Accellion Kiteworks appliances before kw2016.03.00 allows remote attackers to read files via a crafted URI.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-5640,77,,Exec Code Dir. Trav.,2016-08-02,2016-08-15,Directory traversal vulnerability in cgi-bin/rftest.cgi on Crestron AirMedia AM-100 devices with firmware before 1.4.0.13 allows remote attackers to execute arbitrary commands via a .. (dot dot) in the ATE_COMMAND parameter.,10.0,None,Remote,Low,Not required,Complete,Complete,Complete
CVE-2016-5639,22,,Dir. Trav.,2016-08-02,2016-08-15,Directory traversal vulnerability in cgi-bin/login.cgi on Crestron AirMedia AM-100 devices with firmware before 1.4.0.13 allows remote attackers to read arbitrary files via a .. (dot dot) in the src parameter.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-5537,,,+Priv Dir. Trav.,2016-10-25,2016-11-09,"Unspecified vulnerability in the NetBeans component in Oracle Fusion Middleware 8.1 allows local users to affect confidentiality, integrity, and availability via unknown vectors. NOTE: the previous information is from the October 2016 CPU. Oracle has not commented on third-party claims that this issue is a directory traversal vulnerability which allows local users with certain permissions to write to arbitrary files and consequently gain privileges via a .. (dot dot) in a archive entry in a ZIP file imported as a project.",4.6,None,Local,Low,Not required,Partial,Partial,Partial
CVE-2016-5332,22,,Dir. Trav.,2016-08-30,2016-11-28,Directory traversal vulnerability in VMware vRealize Log Insight 2.x and 3.x before 3.6.0 allows remote attackers to read arbitrary files via unspecified vectors.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-5098,22,,Dir. Trav.,2016-07-04,2016-07-14,Directory traversal vulnerability in libraries/error_report.lib.php in phpMyAdmin before 4.6.2-prerelease allows remote attackers to determine the existence of arbitrary files by triggering an error.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-5092,22,,Dir. Trav.,2016-07-13,2016-07-14,Directory traversal vulnerability in Fortinet FortiWeb before 5.5.3 allows remote authenticated administrators with read and write privileges to read arbitrary files by leveraging the autolearn feature.,4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2016-5049,22,,Dir. Trav.,2016-08-26,2016-11-28,Directory traversal vulnerability in chat/openattach.aspx in ReadyDesk 9.1 allows remote attackers to read arbitrary files via a .. (dot dot) in the SESID parameter in conjunction with a filename in the FNAME parameter.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-4815,22,,Dir. Trav.,2016-06-18,2016-06-21,Directory traversal vulnerability on BUFFALO WZR-600DHP3 devices with firmware 2.16 and earlier and WZR-S600DHP devices with firmware 2.16 and earlier allows remote attackers to read arbitrary files via unspecified vectors.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-4814,22,,Dir. Trav.,2016-06-18,2016-06-21,Directory traversal vulnerability in kml2jsonp.php in Geospatial Information Authority of Japan (aka GSI) Old_GSI_Maps before January 2015 on Windows allows remote attackers to read arbitrary files via unspecified vectors.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-4532,22,,Dir. Trav.,2016-06-09,2016-11-28,Directory traversal vulnerability in the WAP interface in Trihedral VTScada (formerly VTS) 8.x through 11.x before 11.2.02 allows remote attackers to read arbitrary files via a crafted pathname.,6.4,None,Remote,Low,Not required,Partial,Partial,None
CVE-2016-4004,22,,Dir. Trav.,2016-04-12,2016-12-02,Directory traversal vulnerability in Dell OpenManage Server Administrator (OMSA) 8.2 allows remote authenticated administrators to read arbitrary files via a ..\ (dot dot backslash) in the file parameter to ViewFile.,4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2016-3976,22,,Dir. Trav.,2016-04-07,2016-11-29,"Directory traversal vulnerability in SAP NetWeaver AS Java 7.1 through 7.5 allows remote attackers to read arbitrary files via a ..\ (dot dot backslash) in the fileName parameter to CrashFileDownloadServlet, aka SAP Security Note 2234971.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-3972,22,,Dir. Trav.,2016-04-18,2016-04-19,Directory traversal vulnerability in the dotTailLogServlet in dotCMS before 3.5.1 allows remote authenticated administrators to read arbitrary files via a .. (dot dot) in the fileName parameter.,4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2016-2933,22,,Dir. Trav.,2016-11-30,2016-12-30,Directory traversal vulnerability in IBM BigFix Remote Control before 9.1.3 allows remote authenticated administrators to read arbitrary files via a crafted request.,6.8,None,Remote,Low,Single system,Complete,None,None
CVE-2016-2872,22,,Dir. Trav.,2016-07-02,2016-07-05,Directory traversal vulnerability in IBM Security QRadar SIEM 7.2.x before 7.2.7 and QRadar Incident Forensics 7.2.x before 7.2.7 allows remote attackers to read arbitrary files via a crafted URL.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-2389,22,,Dir. Trav.,2016-02-16,2016-11-30,"Directory traversal vulnerability in the GetFileList function in the SAP Manufacturing Integration and Intelligence (xMII) component 15.0 for SAP NetWeaver 7.4 allows remote attackers to read arbitrary files via a .. (dot dot) in the Path parameter to /Catalog, aka SAP Security Note 2230978.",7.8,None,Remote,Low,Not required,Complete,None,None
CVE-2016-2289,22,,Dir. Trav.,2016-04-01,2016-04-04,"Directory traversal vulnerability in ICONICS WebHMI 9 and earlier allows remote attackers to read configuration files, and consequently discover password hashes, via unspecified vectors.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-2205,22,,Dir. Trav.,2016-07-11,2016-07-12,Directory traversal vulnerability in the file-download configuration file in the management console in Symantec Workspace Streaming (SWS) 7.5.x before 7.5 SP1 HF9 and 7.6.0 before 7.6 HF5 and Symantec Workspace Virtualization (SWV) 7.5.x before 7.5 SP1 HF9 and 7.6.0 before 7.6 HF5 allows remote authenticated users to read unspecified application files via unknown vectors.,6.1,None,Local Network,Low,Not required,Complete,None,None
CVE-2016-2097,22,,Dir. Trav.,2016-04-07,2016-12-02,Directory traversal vulnerability in Action View in Ruby on Rails before 3.2.22.2 and 4.x before 4.1.14.2 allows remote attackers to read arbitrary files by leveraging an application's unrestricted use of the render method and providing a .. (dot dot) in a pathname.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2016-0752.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-1671,22,,Dir. Trav.,2016-05-14,2016-11-30,"Google Chrome before 50.0.2661.102 on Android mishandles / (slash) and \ (backslash) characters, which allows attackers to conduct directory traversal attacks via a file: URL, related to net/base/escape.cc and net/base/filename_util.cc.",6.8,None,Remote,Medium,Not required,Partial,Partial,Partial
CVE-2016-1610,22,,Dir. Trav. Bypass,2016-07-31,2016-11-28,Directory traversal vulnerability in the email-template feature in Novell Filr before 1.2 Security Update 3 and 2.0 before Security Update 2 allows remote attackers to bypass intended access restrictions and write to arbitrary files via a .. (dot dot) in a blob name.,5.0,None,Remote,Low,Not required,None,Partial,None
CVE-2016-1605,22,,Dir. Trav.,2016-07-31,2016-08-01,Directory traversal vulnerability in the ReportViewServlet servlet in the server in NetIQ Sentinel 7.4.x before 7.4.2 allows remote attackers to read arbitrary files via a PREVIEW value for the fileType field.,6.8,None,Remote,Low,Single system,Complete,None,None
CVE-2016-1593,22,,Dir. Trav.,2016-04-22,2016-12-02,Directory traversal vulnerability in the import users feature in Micro Focus Novell Service Desk before 7.2 allows remote authenticated administrators to upload and execute arbitrary JSP files via a .. (dot dot) in a filename within a multipart/form-data POST request to a LiveTime.woa URL.,6.5,None,Remote,Low,Single system,Partial,Partial,Partial
CVE-2016-1525,22,,Dir. Trav.,2016-02-12,2016-12-05,Directory traversal vulnerability in data/config/image.do in NETGEAR Management System NMS300 1.5.0.11 and earlier allows remote authenticated users to read arbitrary files via a .. (dot dot) in the realName parameter.,7.8,None,Remote,Low,Not required,Complete,None,None
CVE-2016-1434,22,,Dir. Trav.,2016-06-22,2016-11-29,"The license-certificate upload functionality on Cisco 8800 phones with software 11.0(1) allows remote authenticated users to delete arbitrary files via an invalid file, aka Bug ID CSCuz03010.",4.0,None,Remote,Low,Single system,None,Partial,None
CVE-2016-1429,22,,Dir. Trav.,2016-08-07,2016-11-28,"Directory traversal vulnerability in the web interface on Cisco RV180 and RV180W devices allows remote attackers to read arbitrary files via a crafted HTTP request, aka Bug ID CSCuz43023.",7.8,None,Remote,Low,Not required,Complete,None,None
CVE-2016-1231,22,,Dir. Trav.,2016-01-12,2016-06-15,Directory traversal vulnerability in the HTTP file-serving module (mod_http_files) in Prosody 0.9.x before 0.9.9 allows remote attackers to read arbitrary files via a .. (dot dot) in an unspecified path.,4.3,None,Remote,Medium,Not required,Partial,None,None
CVE-2016-1223,22,,Dir. Trav.,2016-06-18,2016-06-21,"Directory traversal vulnerability in Trend Micro Office Scan 11.0, Worry-Free Business Security Service 5.x, and Worry-Free Business Security 9.0 allows remote attackers to read arbitrary files via unspecified vectors.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-1212,22,,Dir. Trav.,2016-06-04,2016-06-06,Directory traversal vulnerability in futomi MP Form Mail CGI Professional Edition 3.2.3 and earlier allows remote authenticated administrators to read arbitrary files via unspecified vectors.,4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2016-1192,22,,Dir. Trav.,2016-06-19,2016-06-21,Directory traversal vulnerability in the logging implementation in Cybozu Garoon 3.7 through 4.2 allows remote authenticated users to read a log file via unspecified vectors.,4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2016-1191,22,,Dir. Trav.,2016-06-19,2016-06-21,Directory traversal vulnerability in the Files function in Cybozu Garoon 3.x and 4.x before 4.2.1 allows remote attackers to modify settings via unspecified vectors.,5.0,None,Remote,Low,Not required,None,Partial,None
CVE-2016-1145,22,,Dir. Trav.,2016-01-30,2016-03-10,Directory traversal vulnerability in WebManager in NEC EXPRESSCLUSTER X through 3.3 11.31 on Windows and through 3.3 3.3.1-1 on Linux and Solaris allows remote attackers to read arbitrary files via unspecified vectors.,7.8,None,Remote,Low,Not required,Complete,None,None
CVE-2016-0855,22,,Dir. Trav.,2016-01-14,2016-12-02,Directory traversal vulnerability in Advantech WebAccess before 8.1 allows remote attackers to list arbitrary virtual-directory files via unspecified vectors.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-0784,22,,Dir. Trav.,2016-04-11,2016-04-14,Directory traversal vulnerability in the Import/Export System Backups functionality in Apache OpenMeetings before 3.1.1 allows remote authenticated administrators to write to arbitrary files via a .. (dot dot) in a ZIP archive entry.,4.0,None,Remote,Low,Single system,None,Partial,None
CVE-2016-0752,22,,Dir. Trav.,2016-02-15,2016-12-05,"Directory traversal vulnerability in Action View in Ruby on Rails before 3.2.22.1, 4.0.x and 4.1.x before 4.1.14.1, 4.2.x before 4.2.5.1, and 5.x before 5.0.0.beta1.1 allows remote attackers to read arbitrary files by leveraging an application's unrestricted use of the render method and providing a .. (dot dot) in a pathname.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-0709,22,,Exec Code Dir. Trav.,2016-04-11,2016-04-20,"Directory traversal vulnerability in the Import/Export function in the Portal Site Manager in Apache Jetspeed before 2.3.1 allows remote authenticated administrators to write to arbitrary files, and consequently execute arbitrary code, via a .. (dot dot) in a ZIP archive entry, as demonstrated by ""../../webapps/x.jsp.""",9.0,None,Remote,Low,Single system,Complete,Complete,Complete
CVE-2016-0492,,,Dir. Trav. Bypass,2016-01-20,2016-12-22,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality and integrity via unknown vectors related to Load Testing for Web Apps, a different vulnerability than CVE-2016-0488.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the isAllowedUrl function, which allows remote attackers to bypass authentication via directory traversal sequences following a URI entry that does not require authentication, as demonstrated by olt/Login.do/../../olt/UploadFileUpload.do.",6.4,None,Remote,Low,Not required,Partial,Partial,None
CVE-2016-0490,,,Dir. Trav.,2016-01-20,2016-12-22,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality and integrity via unknown vectors related to Test Manager for Web Apps, a different vulnerability than CVE-2016-0487.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the UploadServlet servlet, which allows remote attackers to upload and execute arbitrary files via directory traversal sequences in a filename header.",6.4,None,Remote,Low,Not required,Partial,Partial,None
CVE-2016-0489,,,Dir. Trav.,2016-01-20,2016-12-22,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote authenticated users to affect confidentiality, integrity, and availability via unknown vectors related to Test Manager for Web Apps.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the ActionServlet servlet, which allows remote authenticated users to upload and execute arbitrary files via directory traversal sequences in the tempfilename parameter in a ReportImage action.",6.5,None,Remote,Low,Single system,Partial,Partial,Partial
CVE-2016-0488,,,Dir. Trav. Bypass,2016-01-20,2016-12-22,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality and integrity via unknown vectors related to Load Testing for Web Apps, a different vulnerability than CVE-2016-0492.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the isAllowedUrl function in the admin pages, which allows remote attackers to bypass authentication and gain administrator access via directory traversal sequences following a URI entry that does not require authentication.",6.4,None,Remote,Low,Not required,Partial,Partial,None
CVE-2016-0487,,,Dir. Trav. Bypass,2016-01-20,2016-12-22,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality and integrity via unknown vectors related to Test Manager for Web Apps, a different vulnerability than CVE-2016-0490.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the process method in the ActionServlet servlet, which allows remote attackers to bypass authentication via directory traversal sequences following an unspecified URI string.",6.4,None,Remote,Low,Not required,Partial,Partial,None
CVE-2016-0486,,,Dir. Trav.,2016-01-20,2016-12-22,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality via unknown vectors related to Test Manager for Web Apps, a different vulnerability than CVE-2016-0480, CVE-2016-0481, CVE-2016-0482, and CVE-2016-0485.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the DownloadServlet servlet, which allows remote attackers to read arbitrary files via directory traversal sequences in the exportFileName parameter.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-0485,,,Dir. Trav.,2016-01-20,2016-12-22,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality via unknown vectors related to Test Manager for Web Apps, a different vulnerability than CVE-2016-0480, CVE-2016-0481, CVE-2016-0482, and CVE-2016-0486.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the DownloadServlet servlet, which allows remote attackers to read arbitrary files via directory traversal sequences in the reportName parameter.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-0484,,,Dir. Trav.,2016-01-20,2016-12-07,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality via unknown vectors related to Test Manager for Web Apps.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the DownloadServlet servlet, which allows remote attackers to read arbitrary files via directory traversal sequences in the scriptPath parameter.",5.0,None,Remote,Low,Not required,Partial,None,None
